"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",23.1,,
"ITG2","Sardegna","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",21.5,,
"ITG2","Sardegna","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",21.5,,
"ITE2","Umbria","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.4,,
"ITE2","Umbria","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",16.3,,
"2","metropolitan area - centre","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1738,,
"2","metropolitan area - centre","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1840,,
"ITG","Isole","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2,,
"ITG","Isole","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.2,,
"ITE4","Lazio","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",1225,,
"ITE4","Lazio","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",1207,,
"ITF5","Basilicata","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",68,,
"ITF5","Basilicata","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",58,,
"ITF4","Puglia","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12,,
"ITF4","Puglia","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",13.6,,
"ITF4","Puglia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",25,,
"ITF4","Puglia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",28,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",10.1,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",10,,
"ITE","Centro (I)","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1894,,
"ITE","Centro (I)","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",2089,,
"3","metropolitan area - suburbs","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",27.5,,
"3","metropolitan area - suburbs","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",25.3,,
"ITF","Sud","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",2392,,
"ITF","Sud","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",2321,,
"ITF1","Abruzzo","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",231,,
"ITF1","Abruzzo","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",213,,
"ITF3","Campania","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",4.2,,
"ITF3","Campania","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",5.3,,
"ITFG","Mezzogiorno","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",91.2,,
"ITFG","Mezzogiorno","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90.1,,
"ITG2","Sardegna","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",222,,
"ITG2","Sardegna","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",223,,
"ITG","Isole","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",74,,
"ITG","Isole","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",119,,
"ITE3","Marche","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",892,,
"ITE3","Marche","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",880,,
"2","metropolitan area - centre","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",27.9,,
"2","metropolitan area - centre","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",29.8,,
"ITF6","Calabria","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",31,,
"ITF6","Calabria","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",28,,
"ITE","Centro (I)","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",24.5,,
"ITE","Centro (I)","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",26.1,,
"ITF3","Campania","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",125,,
"ITF3","Campania","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",158,,
"ITFG","Mezzogiorno","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",2691,,
"ITFG","Mezzogiorno","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",2837,,
"ITD5","Emilia-Romagna","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",713,,
"ITD5","Emilia-Romagna","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",797,,
"ITF6","Calabria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23.8,,
"ITF6","Calabria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",27.7,,
"ITE2","Umbria","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",32,,
"ITE2","Umbria","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",33,,
"ITF5","Basilicata","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",3,,
"ITF5","Basilicata","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",27,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",21.8,,
"ITG2","Sardegna","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",90.1,,
"ITG2","Sardegna","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90,,
"ITF4","Puglia","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",279,,
"ITF4","Puglia","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",318,,
"ITE1","Toscana","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",97,,
"ITE1","Toscana","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",50,,
"2","metropolitan area - centre","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",2067,,
"2","metropolitan area - centre","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",1890,,
"ITF4","Puglia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",6.7,,
"ITF4","Puglia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",6.6,,
"ITE4","Lazio","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",922,,
"ITE4","Lazio","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1011,,
"ITE2","Umbria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",22.7,,
"ITE2","Umbria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",26.5,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",10.8,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",8.2,,
"ITE3","Marche","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",90.3,,
"ITE3","Marche","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90.6,,
"ITE","Centro (I)","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",74,,
"ITE","Centro (I)","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",62,,
"ITF5","Basilicata","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",82,,
"ITF5","Basilicata","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",73,,
"ITF1","Abruzzo","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",221,,
"ITF1","Abruzzo","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",234,,
"ITFG","Mezzogiorno","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23.8,,
"ITFG","Mezzogiorno","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",25.1,,
"ITF2","Molise","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",6,,
"ITF2","Molise","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",4.8,,
"ITF3","Campania","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.8,,
"ITF3","Campania","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITE3","Marche","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",201,,
"ITE3","Marche","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",186,,
"ITG1","Sicilia","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",1.7,,
"ITG1","Sicilia","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.2,,
"ITD5","Emilia-Romagna","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",36.2,,
"ITD5","Emilia-Romagna","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",28.7,,
"ITE4","Lazio","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",33.8,,
"ITE4","Lazio","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",31.2,,
"ITF2","Molise","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",11,,
"ITF2","Molise","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",9,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",91,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",71,,
"ITE","Centro (I)","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.2,,
"ITE","Centro (I)","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",12.5,,
"ITG1","Sicilia","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",44,,
"ITG1","Sicilia","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",84,,
"ITF6","Calabria","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",253,,
"ITF6","Calabria","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",257,,
"ITFG","Mezzogiorno","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",378,,
"ITFG","Mezzogiorno","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",583,,
"ITF1","Abruzzo","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",28.2,,
"ITF1","Abruzzo","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",24.6,,
"ITD3","Veneto","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.7,,
"ITD3","Veneto","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",23.4,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",22.9,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",24.3,,
"3","metropolitan area - suburbs","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",15.5,,
"3","metropolitan area - suburbs","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",14.5,,
"9","50,001 inhab. and over","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",1459,,
"9","50,001 inhab. and over","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",1796,,
"2","metropolitan area - centre","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",44,,
"2","metropolitan area - centre","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",50,,
"2","metropolitan area - centre","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",5452,,
"2","metropolitan area - centre","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",5474,,
"6","until 2,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",21.9,,
"6","until 2,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",19.5,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",1753,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",1830,,
"6","until 2,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",71,,
"6","until 2,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",47,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.6,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",12,,
"3","metropolitan area - suburbs","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",88.2,,
"3","metropolitan area - suburbs","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90,,
"9","50,001 inhab. and over","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",90.2,,
"9","50,001 inhab. and over","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",88.9,,
"6","until 2,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",81,,
"6","until 2,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",106,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",2163,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",2364,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",21.8,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",21.6,,
"ITG2","Sardegna","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",7,,
"ITG2","Sardegna","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",5,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",292,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",483,,
"9","50,001 inhab. and over","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",5909,,
"9","50,001 inhab. and over","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",5881,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",89.2,,
