"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",178.196,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",157.302,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",1776.825,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",1744.549,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",548.311,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",567.623,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",1795.815,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",1801.905,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",1148.622,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",1180.867,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",5447.769,,
"ITC4","Lombardia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",5452.245,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",6.953,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",6.018,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",97.994,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",98.707,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",56.843,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",54.968,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",76.747,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",77.993,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",44.98,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",46.103,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",283.518,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",283.789,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",6.9,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",6.237,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",74.88,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",73.222,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",50.201,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",49.023,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",88.228,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",88.706,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",64.13,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",67.298,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",284.339,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",284.485,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",13.853,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",12.255,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",172.874,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",171.929,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",107.044,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",103.991,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",164.975,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",166.699,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",109.11,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",113.4,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",567.857,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",568.274,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",4.365,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",3.674,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",51.979,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",52.913,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",28.953,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",27.931,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",35.397,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",36.584,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",19.92,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",19.723,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",140.615,,
